"","Description","Chromosome.Name","Gene.Start..bp.","Gene.End..bp.","Associated.Gene.Name","Gene.Biotype","symbol","id"
"ENSG00000009307","cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:29905]","1",115259534,115301297,"CSDE1","protein_coding","CSDE1","ENSG00000009307"
"ENSG00000052723","suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:26119]","1",115312100,115323306,"SIKE1","protein_coding","SIKE1","ENSG00000052723"
"ENSG00000134198","tetraspanin 2 [Source:HGNC Symbol;Acc:20659]","1",115590632,115632121,"TSPAN2","protein_coding","TSPAN2","ENSG00000134198"
"ENSG00000163399","ATPase, Na+/K+ transporting, alpha 1 polypeptide [Source:HGNC Symbol;Acc:799]","1",116915290,116952883,"ATP1A1","protein_coding","ATP1A1","ENSG00000163399"
"ENSG00000116815","CD58 molecule [Source:HGNC Symbol;Acc:1688]","1",117057157,117113661,"CD58","protein_coding","CD58","ENSG00000116815"
"ENSG00000116824","CD2 molecule [Source:HGNC Symbol;Acc:1639]","1",117297007,117311850,"CD2","protein_coding","CD2","ENSG00000116824"
"ENSG00000116830","transcription termination factor, RNA polymerase II [Source:HGNC Symbol;Acc:12398]","1",117602925,117650075,"TTF2","protein_coding","TTF2","ENSG00000116830"
"ENSG00000198162","mannosidase, alpha, class 1A, member 2 [Source:HGNC Symbol;Acc:6822]","1",117910071,118071494,"MAN1A2","protein_coding","MAN1A2","ENSG00000198162"
"ENSG00000183508","family with sequence similarity 46, member C [Source:HGNC Symbol;Acc:24712]","1",118148556,118170994,"FAM46C","protein_coding","FAM46C","ENSG00000183508"
"ENSG00000196505","ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:18010]","1",118406107,118472253,"GDAP2","protein_coding","GDAP2","ENSG00000196505"
"ENSG00000092621","phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:8923]","1",120202421,120286838,"PHGDH","protein_coding","PHGDH","ENSG00000092621"
"ENSG00000134250","notch 2 [Source:HGNC Symbol;Acc:7882]","1",120454176,120612240,"NOTCH2","protein_coding","NOTCH2","ENSG00000134250"
"ENSG00000198019","Fc fragment of IgG, high affinity Ib, receptor (CD64) [Source:HGNC Symbol;Acc:3614]","1",120926979,120935937,"FCGR1B","protein_coding","FCGR1B","ENSG00000198019"
"ENSG00000168614","neuroblastoma breakpoint family, member 9 [Source:HGNC Symbol;Acc:31991]","1",144811744,144830413,"NBPF9","protein_coding","NBPF9","ENSG00000168614"
"ENSG00000178104","phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:15580]","1",144836157,145076186,"PDE4DIP","protein_coding","PDE4DIP","ENSG00000178104"
"ENSG00000213240","notch 2 N-terminal like [Source:HGNC Symbol;Acc:31862]","1",145209119,145291972,"NOTCH2NL","protein_coding","NOTCH2NL","ENSG00000213240"
"ENSG00000163386","neuroblastoma breakpoint family, member 10 [Source:HGNC Symbol;Acc:31992]","1",145289772,145370303,"NBPF10","protein_coding","NBPF10","ENSG00000163386"
"ENSG00000117289","thioredoxin interacting protein [Source:HGNC Symbol;Acc:16952]","1",145438469,145442635,"TXNIP","protein_coding","TXNIP","ENSG00000117289"
"ENSG00000121851","polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like [Source:HGNC Symbol;Acc:28466]","1",145456236,145470388,"POLR3GL","protein_coding","POLR3GL","ENSG00000121851"
"ENSG00000152022","Lix1 homolog (mouse)-like [Source:HGNC Symbol;Acc:28715]","1",145477085,145501669,"LIX1L","protein_coding","LIX1L","ENSG00000152022"
"ENSG00000131795","RNA binding motif protein 8A [Source:HGNC Symbol;Acc:9905]","1",145507598,145513536,"RBM8A","protein_coding","RBM8A","ENSG00000131795"
"ENSG00000131779","peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:8853]","1",145516252,145523730,"PEX11B","protein_coding","PEX11B","ENSG00000131779"
"ENSG00000198483","ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:26323]","1",145549230,145568526,"ANKRD35","protein_coding","ANKRD35","ENSG00000198483"
"ENSG00000186364","nudix (nucleoside diphosphate linked moiety X)-type motif 17 [Source:HGNC Symbol;Acc:26618]","1",145586115,145589439,"NUDT17","protein_coding","NUDT17","ENSG00000186364"
"ENSG00000186141","polymerase (RNA) III (DNA directed) polypeptide C (62kD) [Source:HGNC Symbol;Acc:30076]","1",145592605,145611025,"POLR3C","protein_coding","POLR3C","ENSG00000186141"
"ENSG00000121848","ring finger protein 115 [Source:HGNC Symbol;Acc:18154]","1",145611036,145696218,"RNF115","protein_coding","RNF115","ENSG00000121848"
"ENSG00000117281","CD160 molecule [Source:HGNC Symbol;Acc:17013]","1",145695798,145715614,"CD160","protein_coding","CD160","ENSG00000117281"
"ENSG00000117262","G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:31984]","1",145764411,145827103,"GPR89A","protein_coding","GPR89A","ENSG00000117262"
"ENSG00000131791","protein kinase, AMP-activated, beta 2 non-catalytic subunit [Source:HGNC Symbol;Acc:9379]","1",146626685,146644129,"PRKAB2","protein_coding","PRKAB2","ENSG00000131791"
"ENSG00000131778","chromodomain helicase DNA binding protein 1-like [Source:HGNC Symbol;Acc:1916]","1",146714291,146767443,"CHD1L","protein_coding","CHD1L","ENSG00000131778"
"ENSG00000237253","","1",148598398,148599531,"RP11-666A1.5","lincRNA","RP11-666A1.5","ENSG00000237253"
"ENSG00000233368","","1",149576594,149577296,"RP11-277L2.3","lincRNA","RP11-277L2.3","ENSG00000233368"
"ENSG00000150337","Fc fragment of IgG, high affinity Ia, receptor (CD64) [Source:HGNC Symbol;Acc:3613]","1",149754227,149764074,"FCGR1A","protein_coding","FCGR1A","ENSG00000150337"
"ENSG00000184678","histone cluster 2, H2be [Source:HGNC Symbol;Acc:4760]","1",149856010,149858232,"HIST2H2BE","protein_coding","HIST2H2BE","ENSG00000184678"
"ENSG00000184260","histone cluster 2, H2ac [Source:HGNC Symbol;Acc:4738]","1",149858525,149858961,"HIST2H2AC","protein_coding","HIST2H2AC","ENSG00000184260"
"ENSG00000178096","bolA family member 1 [Source:HGNC Symbol;Acc:24263]","1",149859440,149872351,"BOLA1","protein_coding","BOLA1","ENSG00000178096"
"ENSG00000159164","synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:20566]","1",149874870,149889434,"SV2A","protein_coding","SV2A","ENSG00000159164"
"ENSG00000143368","splicing factor 3b, subunit 4, 49kDa [Source:HGNC Symbol;Acc:10771]","1",149895209,149900236,"SF3B4","protein_coding","SF3B4","ENSG00000143368"
"ENSG00000014914","myotubularin related protein 11 [Source:HGNC Symbol;Acc:24307]","1",149900543,149908791,"MTMR11","protein_coding","MTMR11","ENSG00000014914"
"ENSG00000163113","OTU domain containing 7B [Source:HGNC Symbol;Acc:16683]","1",149909705,149982625,"OTUD7B","protein_coding","OTUD7B","ENSG00000163113"
"ENSG00000136631","vacuolar protein sorting 45 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:14579]","1",150039369,150117505,"VPS45","protein_coding","VPS45","ENSG00000136631"
"ENSG00000023902","pleckstrin homology domain containing, family O member 1 [Source:HGNC Symbol;Acc:24310]","1",150121373,150136916,"PLEKHO1","protein_coding","PLEKHO1","ENSG00000023902"
"ENSG00000143401","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:HGNC Symbol;Acc:16673]","1",150190717,150208504,"ANP32E","protein_coding","ANP32E","ENSG00000143401"
"ENSG00000117362","APH1A gamma secretase subunit [Source:HGNC Symbol;Acc:29509]","1",150237804,150241980,"APH1A","protein_coding","APH1A","ENSG00000117362"
"ENSG00000118292","chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:26258]","1",150240600,150253327,"C1orf54","protein_coding","C1orf54","ENSG00000118292"
"ENSG00000187145","mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:14046]","1",150266289,150281414,"MRPS21","protein_coding","MRPS21","ENSG00000187145"
"ENSG00000117360","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:17348]","1",150293925,150325671,"PRPF3","protein_coding","PRPF3","ENSG00000117360"
"ENSG00000163125","regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:29039]","1",150335567,150449042,"RPRD2","protein_coding","RPRD2","ENSG00000163125"
"ENSG00000143374","threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:30740]","1",150459887,150480078,"TARS2","protein_coding","TARS2","ENSG00000143374"
"ENSG00000143382","ADAMTS-like 4 [Source:HGNC Symbol;Acc:19706]","1",150521884,150533413,"ADAMTSL4","protein_coding","ADAMTSL4","ENSG00000143382"
"ENSG00000143384","myeloid cell leukemia sequence 1 (BCL2-related) [Source:HGNC Symbol;Acc:6943]","1",150547032,150552066,"MCL1","protein_coding","MCL1","ENSG00000143384"
"ENSG00000143420","endosulfine alpha [Source:HGNC Symbol;Acc:3360]","1",150573327,150602088,"ENSA","protein_coding","ENSA","ENSG00000143420"
"ENSG00000143457","golgi phosphoprotein 3-like [Source:HGNC Symbol;Acc:24882]","1",150618701,150669630,"GOLPH3L","protein_coding","GOLPH3L","ENSG00000143457"
"ENSG00000163131","cathepsin S [Source:HGNC Symbol;Acc:2545]","1",150702672,150738433,"CTSS","protein_coding","CTSS","ENSG00000163131"
"ENSG00000143437","aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:700]","1",150782181,150849244,"ARNT","protein_coding","ARNT","ENSG00000143437"
"ENSG00000143379","SET domain, bifurcated 1 [Source:HGNC Symbol;Acc:10761]","1",150898739,150937213,"SETDB1","protein_coding","SETDB1","ENSG00000143379"
"ENSG00000143418","ceramide synthase 2 [Source:HGNC Symbol;Acc:14076]","1",150933059,150947479,"CERS2","protein_coding","CERS2","ENSG00000143418"
"ENSG00000143409","family with sequence similarity 63, member A [Source:HGNC Symbol;Acc:25648]","1",150969025,150980851,"FAM63A","protein_coding","FAM63A","ENSG00000143409"
"ENSG00000143443","chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:26045]","1",151020216,151024462,"C1orf56","protein_coding","C1orf56","ENSG00000143443"
"ENSG00000197622","CDC42 small effector 1 [Source:HGNC Symbol;Acc:17719]","1",151023447,151042801,"CDC42SE1","protein_coding","CDC42SE1","ENSG00000197622"
"ENSG00000213190","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11 [Source:HGNC Symbol;Acc:16997]","1",151030234,151040970,"MLLT11","protein_coding","MLLT11","ENSG00000213190"
"ENSG00000143458","GA binding protein transcription factor, beta subunit 2 [Source:HGNC Symbol;Acc:28441]","1",151043054,151098018,"GABPB2","protein_coding","GABPB2","ENSG00000143458"
"ENSG00000163154","tumor necrosis factor, alpha-induced protein 8-like 2 [Source:HGNC Symbol;Acc:26277]","1",151129105,151132225,"TNFAIP8L2","protein_coding","TNFAIP8L2","ENSG00000163154"
"ENSG00000163156","sodium channel modifier 1 [Source:HGNC Symbol;Acc:23136]","1",151129140,151142773,"SCNM1","protein_coding","SCNM1","ENSG00000163156"
"ENSG00000163159","vacuolar protein sorting 72 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11644]","1",151142463,151167797,"VPS72","protein_coding","VPS72","ENSG00000163159"
"ENSG00000143398","phosphatidylinositol-4-phosphate 5-kinase, type I, alpha [Source:HGNC Symbol;Acc:8994]","1",151170425,151222012,"PIP5K1A","protein_coding","PIP5K1A","ENSG00000143398"
"ENSG00000159352","proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 [Source:HGNC Symbol;Acc:9561]","1",151227179,151239955,"PSMD4","protein_coding","PSMD4","ENSG00000159352"
"ENSG00000232671","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:A2A3Q1]","1",151252500,151254405,"RP11-126K1.2","protein_coding","RP11-126K1.2","ENSG00000232671"
"ENSG00000143373","zinc finger protein 687 [Source:HGNC Symbol;Acc:29277]","1",151254094,151264656,"ZNF687","protein_coding","ZNF687","ENSG00000143373"
"ENSG00000143393","phosphatidylinositol 4-kinase, catalytic, beta [Source:HGNC Symbol;Acc:8984]","1",151264273,151300191,"PI4KB","protein_coding","PI4KB","ENSG00000143393"
"ENSG00000143390","regulatory factor X, 5 (influences HLA class II expression) [Source:HGNC Symbol;Acc:9986]","1",151313116,151319833,"RFX5","protein_coding","RFX5","ENSG00000143390"
"ENSG00000237976","","1",151319443,151320503,"RP11-126K1.6","antisense","RP11-126K1.6","ENSG00000237976"
"ENSG00000159377","proteasome (prosome, macropain) subunit, beta type, 4 [Source:HGNC Symbol;Acc:9541]","1",151372010,151374420,"PSMB4","protein_coding","PSMB4","ENSG00000159377"
"ENSG00000143442","pogo transposable element with ZNF domain [Source:HGNC Symbol;Acc:18801]","1",151375200,151431941,"POGZ","protein_coding","POGZ","ENSG00000143442"
"ENSG00000143376","sorting nexin family member 27 [Source:HGNC Symbol;Acc:20073]","1",151584541,151671567,"SNX27","protein_coding","SNX27","ENSG00000143376"
"ENSG00000143436","mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:14277]","1",151732119,151736040,"MRPL9","protein_coding","MRPL9","ENSG00000143436"
"ENSG00000143365","RAR-related orphan receptor C [Source:HGNC Symbol;Acc:10260]","1",151778547,151804348,"RORC","protein_coding","RORC","ENSG00000143365"
"ENSG00000159445","thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:17947]","1",151846060,151882284,"THEM4","protein_coding","THEM4","ENSG00000159445"
"ENSG00000197747","S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:10487]","1",151955391,151966866,"S100A10","protein_coding","S100A10","ENSG00000197747"
"ENSG00000163191","S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:10488]","1",152004982,152020383,"S100A11","protein_coding","S100A11","ENSG00000163191"
"ENSG00000163220","S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:10499]","1",153330330,153333503,"S100A9","protein_coding","S100A9","ENSG00000163220"
"ENSG00000163221","S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:10489]","1",153346184,153348125,"S100A12","protein_coding","S100A12","ENSG00000163221"
"ENSG00000143546","S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:10498]","1",153362508,153363664,"S100A8","protein_coding","S100A8","ENSG00000143546"
"ENSG00000197956","S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:10496]","1",153507075,153508720,"S100A6","protein_coding","S100A6","ENSG00000197956"
"ENSG00000196154","S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:10494]","1",153516089,153522612,"S100A4","protein_coding","S100A4","ENSG00000196154"
"ENSG00000160679","chromatin target of PRMT1 [Source:HGNC Symbol;Acc:24511]","1",153606525,153618782,"CHTOP","protein_coding","CHTOP","ENSG00000160679"
"ENSG00000143553","SNAP-associated protein [Source:HGNC Symbol;Acc:17145]","1",153631130,153634306,"SNAPIN","protein_coding","SNAPIN","ENSG00000143553"
"ENSG00000143621","interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:6037]","1",153634512,153643524,"ILF2","protein_coding","ILF2","ENSG00000143621"
"ENSG00000143624","integrator complex subunit 3 [Source:HGNC Symbol;Acc:26153]","1",153700543,153746555,"INTS3","protein_coding","INTS3","ENSG00000143624"
"ENSG00000143554","solute carrier family 27 (fatty acid transporter), member 3 [Source:HGNC Symbol;Acc:10997]","1",153746830,153752633,"SLC27A3","protein_coding","SLC27A3","ENSG00000143554"
"ENSG00000143614","GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:30778]","1",153777201,153895451,"GATAD2B","protein_coding","GATAD2B","ENSG00000143614"
"ENSG00000198837","DENN/MADD domain containing 4B [Source:HGNC Symbol;Acc:29044]","1",153901977,153919172,"DENND4B","protein_coding","DENND4B","ENSG00000198837"
"ENSG00000160741","CREB regulated transcription coactivator 2 [Source:HGNC Symbol;Acc:27301]","1",153920145,153931101,"CRTC2","protein_coding","CRTC2","ENSG00000160741"
"ENSG00000143570","solute carrier family 39 (zinc transporter), member 1 [Source:HGNC Symbol;Acc:12876]","1",153931575,153940188,"SLC39A1","protein_coding","SLC39A1","ENSG00000143570"
"ENSG00000143543","jumping translocation breakpoint [Source:HGNC Symbol;Acc:6201]","1",153946745,153950164,"JTB","protein_coding","JTB","ENSG00000143543"
"ENSG00000143545","RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:9762]","1",153954127,153958834,"RAB13","protein_coding","RAB13","ENSG00000143545"
"ENSG00000177954","ribosomal protein S27 [Source:HGNC Symbol;Acc:10416]","1",153963235,153964626,"RPS27","protein_coding","RPS27","ENSG00000177954"
"ENSG00000143549","tropomyosin 3 [Source:HGNC Symbol;Acc:12012]","1",154127784,154167124,"TPM3","protein_coding","TPM3","ENSG00000143549"
"ENSG00000143612","chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:29876]","1",154179182,154193104,"C1orf43","protein_coding","C1orf43","ENSG00000143612"
"ENSG00000143569","ubiquitin associated protein 2-like [Source:HGNC Symbol;Acc:29877]","1",154192655,154243986,"UBAP2L","protein_coding","UBAP2L","ENSG00000143569"
"ENSG00000143575","HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:16915]","1",154244987,154248351,"HAX1","protein_coding","HAX1","ENSG00000143575"
"ENSG00000160712","interleukin 6 receptor [Source:HGNC Symbol;Acc:6019]","1",154377669,154441926,"IL6R","protein_coding","IL6R","ENSG00000160712"
"ENSG00000160714","ubiquitin-conjugating enzyme E2Q family member 1 [Source:HGNC Symbol;Acc:15698]","1",154521053,154531504,"UBE2Q1","protein_coding","UBE2Q1","ENSG00000160714"
"ENSG00000160710","adenosine deaminase, RNA-specific [Source:HGNC Symbol;Acc:225]","1",154554538,154600475,"ADAR","protein_coding","ADAR","ENSG00000160710"
"ENSG00000163344","phosphomevalonate kinase [Source:HGNC Symbol;Acc:9141]","1",154897210,154909467,"PMVK","protein_coding","PMVK","ENSG00000163344"
"ENSG00000163346","pre-B-cell leukemia homeobox interacting protein 1 [Source:HGNC Symbol;Acc:21199]","1",154916552,154928599,"PBXIP1","protein_coding","PBXIP1","ENSG00000163346"
"ENSG00000163348","pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:30257]","1",154929502,154936329,"PYGO2","protein_coding","PYGO2","ENSG00000163348"
"ENSG00000160691","SHC (Src homology 2 domain containing) transforming protein 1 [Source:HGNC Symbol;Acc:10840]","1",154934774,154946871,"SHC1","protein_coding","SHC1","ENSG00000160691"
"ENSG00000173207","CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:19083]","1",154947129,154951725,"CKS1B","protein_coding","CKS1B","ENSG00000173207"
"ENSG00000160688","flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:24671]","1",154955814,154965587,"FLAD1","protein_coding","FLAD1","ENSG00000160688"
"ENSG00000160685","zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:18668]","1",154975127,154990998,"ZBTB7B","protein_coding","ZBTB7B","ENSG00000160685"
"ENSG00000143537","ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:193]","1",155023042,155035252,"ADAM15","protein_coding","ADAM15","ENSG00000143537"
"ENSG00000169241","solute carrier family 50 (sugar efflux transporter), member 1 [Source:HGNC Symbol;Acc:30657]","1",155107820,155111329,"SLC50A1","protein_coding","SLC50A1","ENSG00000169241"
"ENSG00000179085","dolichyl-phosphate mannosyltransferase polypeptide 3 [Source:HGNC Symbol;Acc:3007]","1",155112367,155113071,"DPM3","protein_coding","DPM3","ENSG00000179085"
"ENSG00000163463","keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:28942]","1",155141884,155145951,"KRTCAP2","protein_coding","KRTCAP2","ENSG00000163463"
"ENSG00000173171","metaxin 1 [Source:HGNC Symbol;Acc:7504]","1",155178490,155183615,"MTX1","protein_coding","MTX1","ENSG00000173171"
"ENSG00000116521","secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:10565]","1",155225770,155232221,"SCAMP3","protein_coding","SCAMP3","ENSG00000116521"
"ENSG00000160752","farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:3631]","1",155278539,155290457,"FDPS","protein_coding","FDPS","ENSG00000160752"
"ENSG00000160753","RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:17153]","1",155290687,155300905,"RUSC1","protein_coding","RUSC1","ENSG00000160753"
"ENSG00000116539","ash1 (absent, small, or homeotic)-like (Drosophila) [Source:HGNC Symbol;Acc:19088]","1",155305059,155532598,"ASH1L","protein_coding","ASH1L","ENSG00000116539"
"ENSG00000163374","YY1 associated protein 1 [Source:HGNC Symbol;Acc:30935]","1",155629237,155658791,"YY1AP1","protein_coding","YY1AP1","ENSG00000163374"
"ENSG00000132676","death associated protein 3 [Source:HGNC Symbol;Acc:2673]","1",155657751,155708801,"DAP3","protein_coding","DAP3","ENSG00000132676"
"ENSG00000116580","gon-4-like (C. elegans) [Source:HGNC Symbol;Acc:25973]","1",155719508,155829191,"GON4L","protein_coding","GON4L","ENSG00000116580"
"ENSG00000132718","synaptotagmin XI [Source:HGNC Symbol;Acc:19239]","1",155829300,155854990,"SYT11","protein_coding","SYT11","ENSG00000132718"
"ENSG00000143622","Ras-like without CAAX 1 [Source:HGNC Symbol;Acc:10023]","1",155867599,155881195,"RIT1","protein_coding","RIT1","ENSG00000143622"
"ENSG00000132680","KIAA0907 [Source:HGNC Symbol;Acc:29145]","1",155882834,155904191,"KIAA0907","protein_coding","KIAA0907","ENSG00000132680"
"ENSG00000116584","Rho/Rac guanine nucleotide exchange factor (GEF) 2 [Source:HGNC Symbol;Acc:682]","1",155916630,155976861,"ARHGEF2","protein_coding","ARHGEF2","ENSG00000116584"
"ENSG00000163479","signal sequence receptor, beta (translocon-associated protein beta) [Source:HGNC Symbol;Acc:11324]","1",155978839,155990750,"SSR2","protein_coding","SSR2","ENSG00000163479"
"ENSG00000116586","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:29796]","1",156024543,156028301,"LAMTOR2","protein_coding","LAMTOR2","ENSG00000116586"
"ENSG00000160789","lamin A/C [Source:HGNC Symbol;Acc:6636]","1",156052364,156109880,"LMNA","protein_coding","LMNA","ENSG00000160789"
"ENSG00000196189","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A [Source:HGNC Symbol;Acc:10729]","1",156117157,156147543,"SEMA4A","protein_coding","SEMA4A","ENSG00000196189"
"ENSG00000160785","solute carrier family 25, member 44 [Source:HGNC Symbol;Acc:29036]","1",156163880,156182587,"SLC25A44","protein_coding","SLC25A44","ENSG00000160785"
"ENSG00000160783","polyamine-modulated factor 1 [Source:HGNC Symbol;Acc:9112]","1",156182784,156212874,"PMF1","protein_coding","PMF1","ENSG00000160783"
"ENSG00000198952","SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:24644]","1",156219015,156252620,"SMG5","protein_coding","SMG5","ENSG00000198952"
"ENSG00000198715","chromosome 1 open reading frame 85 [Source:HGNC Symbol;Acc:29436]","1",156259880,156265463,"C1orf85","protein_coding","C1orf85","ENSG00000198715"
"ENSG00000163468","chaperonin containing TCP1, subunit 3 (gamma) [Source:HGNC Symbol;Acc:1616]","1",156278759,156337664,"CCT3","protein_coding","CCT3","ENSG00000163468"
"ENSG00000125462","chromosome 1 open reading frame 61 [Source:HGNC Symbol;Acc:30780]","1",156374042,156400493,"C1orf61","protein_coding","C1orf61","ENSG00000125462"
"ENSG00000116604","myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:6997]","1",156433519,156470620,"MEF2D","protein_coding","MEF2D","ENSG00000116604"
"ENSG00000163382","apolipoprotein A-I binding protein [Source:HGNC Symbol;Acc:18453]","1",156561554,156564091,"APOA1BP","protein_coding","APOA1BP","ENSG00000163382"
"ENSG00000160818","G patch domain containing 4 [Source:HGNC Symbol;Acc:25982]","1",156564279,156571288,"GPATCH4","protein_coding","GPATCH4","ENSG00000160818"
"ENSG00000143319","interferon stimulated exonuclease gene 20kDa-like 2 [Source:HGNC Symbol;Acc:25745]","1",156691683,156698591,"ISG20L2","protein_coding","ISG20L2","ENSG00000143319"
"ENSG00000143303","ribosomal RNA adenine dimethylase domain containing 1 [Source:HGNC Symbol;Acc:24273]","1",156698234,156706752,"RRNAD1","protein_coding","RRNAD1","ENSG00000143303"
"ENSG00000143314","mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:14037]","1",156707095,156711382,"MRPL24","protein_coding","MRPL24","ENSG00000143314"
"ENSG00000143321","hepatoma-derived growth factor [Source:HGNC Symbol;Acc:4856]","1",156711899,156736717,"HDGF","protein_coding","HDGF","ENSG00000143321"
"ENSG00000143294","papillary renal cell carcinoma (translocation-associated) [Source:HGNC Symbol;Acc:9343]","1",156720402,156770607,"PRCC","protein_coding","PRCC","ENSG00000143294"
"ENSG00000027869","SH2 domain containing 2A [Source:HGNC Symbol;Acc:10821]","1",156776035,156786654,"SH2D2A","protein_coding","SH2D2A","ENSG00000027869"
"ENSG00000117036","ets variant 3 [Source:HGNC Symbol;Acc:3492]","1",157090983,157108266,"ETV3","protein_coding","ETV3","ENSG00000117036"
"ENSG00000143297","Fc receptor-like 5 [Source:HGNC Symbol;Acc:18508]","1",157483167,157522310,"FCRL5","protein_coding","FCRL5","ENSG00000143297"
"ENSG00000160856","Fc receptor-like 3 [Source:HGNC Symbol;Acc:18506]","1",157644111,157670647,"FCRL3","protein_coding","FCRL3","ENSG00000160856"
"ENSG00000132704","Fc receptor-like 2 [Source:HGNC Symbol;Acc:14875]","1",157715523,157746922,"FCRL2","protein_coding","FCRL2","ENSG00000132704"
"ENSG00000163534","Fc receptor-like 1 [Source:HGNC Symbol;Acc:18509]","1",157764193,157789895,"FCRL1","protein_coding","FCRL1","ENSG00000163534"
"ENSG00000158473","CD1d molecule [Source:HGNC Symbol;Acc:1637]","1",158149737,158154686,"CD1D","protein_coding","CD1D","ENSG00000158473"
"ENSG00000158481","CD1c molecule [Source:HGNC Symbol;Acc:1636]","1",158259576,158263420,"CD1C","protein_coding","CD1C","ENSG00000158481"
"ENSG00000158488","CD1e molecule [Source:HGNC Symbol;Acc:1638]","1",158323254,158327343,"CD1E","protein_coding","CD1E","ENSG00000158488"
"ENSG00000163563","myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:7183]","1",158801107,158819296,"MNDA","protein_coding","MNDA","ENSG00000163563"
"ENSG00000163564","pyrin and HIN domain family, member 1 [Source:HGNC Symbol;Acc:28894]","1",158900586,158946844,"PYHIN1","protein_coding","PYHIN1","ENSG00000163564"
"ENSG00000163565","interferon, gamma-inducible protein 16 [Source:HGNC Symbol;Acc:5395]","1",158969758,159024945,"IFI16","protein_coding","IFI16","ENSG00000163565"
"ENSG00000163568","absent in melanoma 2 [Source:HGNC Symbol;Acc:357]","1",159032274,159116886,"AIM2","protein_coding","AIM2","ENSG00000163568"
"ENSG00000179639","Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide [Source:HGNC Symbol;Acc:3609]","1",159259504,159278014,"FCER1A","protein_coding","FCER1A","ENSG00000179639"
"ENSG00000158716","dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:21480]","1",159750722,159752333,"DUSP23","protein_coding","DUSP23","ENSG00000158716"
"ENSG00000181036","Fc receptor-like 6 [Source:HGNC Symbol;Acc:31910]","1",159770301,159786041,"FCRL6","protein_coding","FCRL6","ENSG00000181036"
"ENSG00000158714","SLAM family member 8 [Source:HGNC Symbol;Acc:21391]","1",159796540,159807039,"SLAMF8","protein_coding","SLAMF8","ENSG00000158714"
